sc,name,market,industry,trade_date,close_price,volume,market_cap_million_yen
155A,情報戦略テクノロジー,東証GR,情報通信,2026-04-06,854,10200,9112
156A,マテリアルグループ,東証GR,サービス,2026-04-06,854,24600,8435
157A,グリーンモンスター,東証GR,サービス,2026-04-06,1040,95000,3426
1605,INPEX,東証PR,鉱業,2026-04-06,4512,11644300,5681222
160A,アズパートナーズ,東証ST,サービス,2026-04-06,2128,6900,7634
1662,石油資源開発,東証PR,鉱業,2026-04-06,2519,2679100,647384
1663,K＆Oエナジーグループ,東証PR,鉱業,2026-04-06,5090,191700,144231
166A,タスキホールディングス,東証GR,不動産,2026-04-06,813,228400,50191
167A,リョーサン菱洋ホールディングス,東証PR,卸売,2026-04-06,2684,754200,144936
168A,イタミアート,東証GR,その他製品,2026-04-06,1294,3700,1902
1711,SDSホールディングス,東証ST,建設,2026-04-06,294,203300,3067
1716,第一カッター興業,東証ST,建設,2026-04-06,1501,12500,18012
1717,明豊ファシリティワークス,東証ST,サービス,2026-04-06,995,35400,12712
1718,美樹工業,東証ST,建設,2026-04-06,7180,2300,8280
1719,安藤・間,東証PR,建設,2026-04-06,2018.5,493900,365391
1720,東急建設,東証PR,建設,2026-04-06,1436,193300,153309
1721,コムシスホールディングス,東証PR,建設,2026-04-06,5124,351800,604632
1723,日本電技,東証ST,建設,2026-04-06,2223,175100,145784
1724,シンクレイヤ,東証ST,建設,2026-04-06,730,11400,3609
1726,ビーアールホールディングス,東証PR,建設,2026-04-06,525,46400,24042
1736,オーテック,東証ST,建設,2026-04-06,2343,2700,40065
173A,ハンモック,東証GR,情報通信,2026-04-06,1455,700,6344
1758,太洋基礎工業,東証ST,建設,2026-04-06,2417,1100,5943
175A,Will_Smart,東証GR,情報通信,2026-04-06,655,6900,964
1762,高松コンストラクショングループ,東証PR,建設,2026-04-06,3740,32400,130221
1764,工藤建設,東証ST,建設,2026-04-06,3150,400,4193
1766,東建コーポレーション,東証PR,建設,2026-04-06,14050,35300,189282
1768,ソネック,東証ST,建設,2026-04-06,1364,12400,10230
1770,藤田エンジニアリング,東証ST,建設,2026-04-06,1699,1600,17330
1773,ワイ・ティー・エル・コーポレーション・バーハッド（外国株）,東証PR,建設,2026-04-06,73,29000,
1776,三井住建道路,東証ST,建設,2026-04-06,1997,64900,18527
177A,コージンバイオ,東証GR,化学,2026-04-06,1202,3100,6144
1780,ヤマウラ,東証PR,建設,2026-04-06,1500,30500,31655
1783,fantasista,東証ST,不動産,2026-04-06,62,687500,10667
1786,オリエンタル白石,東証PR,建設,2026-04-06,375,307200,52054
1787,ナカボーテック,東証ST,建設,2026-04-06,5740,1500,14938
1788,三東工業社,東証ST,建設,2026-04-06,5090,600,3492
1793,大本組,東証ST,建設,2026-04-06,1656,1000,44371
1795,マサル,東証ST,建設,2026-04-06,4700,400,4235
1798,守谷商会,東証ST,建設,2026-04-06,1248,4100,14102
1799,第一建設工業,東証ST,建設,2026-04-06,3820,8700,79679
1801,大成建設,東証PR,建設,2026-04-06,15825,768200,2582416
1802,大林組,東証PR,建設,2026-04-06,3728,1863000,2579073
1803,清水建設,東証PR,建設,2026-04-06,2841.5,2238800,2036473
1807,佐藤渡辺,東証ST,建設,2026-04-06,1960,700,12527
1808,長谷工コーポレーション,東証PR,建設,2026-04-06,2897.5,430200,847461
1810,松井建設,東証ST,建設,2026-04-06,1603,29600,49020
1811,錢高組,東証ST,建設,2026-04-06,8470,100,62281
1812,鹿島建設,東証PR,建設,2026-04-06,5993,1173400,3168235
1813,不動テトラ,東証PR,建設,2026-04-06,3045,37500,50211
1814,大末建設,東証PR,建設,2026-04-06,3505,53200,37203
1815,鉄建建設,東証PR,建設,2026-04-06,4820,58900,72174
1820,西松建設,東証PR,建設,2026-04-06,5765,98300,240928
1822,大豊建設,東証ST,建設,2026-04-06,772,92600,69801
1826,佐田建設,東証ST,建設,2026-04-06,1071,20300,14337
1827,ナカノフドー建設,東証ST,建設,2026-04-06,1370,26800,47262
1828,田辺工業,東証ST,建設,2026-04-06,2497,6000,26788
1833,奥村組,東証PR,建設,2026-04-06,6360,56300,245911
1835,東鉄工業,東証PR,建設,2026-04-06,5520,27800,199272
1840,土屋ホールディングス,東証ST,建設,2026-04-06,233,5600,6006
1844,大盛工業,東証ST,建設,2026-04-06,561,162300,10510
1847,イチケン,東証ST,建設,2026-04-06,2704,33600,39394
1848,富士ピー・エス,東証ST,建設,2026-04-06,599,14900,11143
184A,学びエイド,東証GR,情報通信,2026-04-06,355,1200,1212
1850,南海辰村建設,東証ST,建設,2026-04-06,477,50500,13755
1852,淺沼組,東証PR,建設,2026-04-06,990,189800,79978
1853,森組,東証ST,建設,2026-04-06,321,33100,10529
1860,戸田建設,東証PR,建設,2026-04-06,1449,578100,460790
1861,熊谷組,東証PR,建設,2026-04-06,1595,493100,276162
1866,北野建設,東証ST,建設,2026-04-06,1220,11100,30924
1867,植木組,東証ST,建設,2026-04-06,2859,7600,19651
186A,アストロスケールホールディングス,東証GR,サービス,2026-04-06,1077,8913600,146175
1870,矢作建設工業,東証PR,建設,2026-04-06,2122,74300,94657
1871,ピーエス・コンストラクション,東証PR,建設,2026-04-06,2763,57800,131204
1873,日本ハウスホールディングス,東証PR,建設,2026-04-06,324,291800,12960
1878,大東建託,東証PR,不動産,2026-04-06,3786,1058800,1304636
1879,新日本建設,東証PR,建設,2026-04-06,1980,179800,121494
1882,東亜道路工業,東証PR,建設,2026-04-06,1727,132600,87032
1885,東亜建設工業,東証PR,建設,2026-04-06,3185,203500,280212
1887,日本国土開発,東証PR,建設,2026-04-06,598,191300,53374
1888,若築建設,東証PR,建設,2026-04-06,4125,14300,53481
1893,五洋建設,東証PR,建設,2026-04-06,1786.5,2370900,510964
1897,金下建設,東証ST,建設,2026-04-06,,,12676
1898,世紀東急工業,東証PR,建設,2026-04-06,1529,58700,57222
1899,福田組,東証PR,建設,2026-04-06,8640,22800,77657
189A,D＆Mカンパニー,東証GR,サービス,2026-04-06,928,2200,2121
1904,大成温調,東証ST,建設,2026-04-06,5390,29300,37097
1905,テノックス,東証ST,建設,2026-04-06,1504,2200,11051
1909,日本ドライケミカル,東証ST,機械,2026-04-06,2622,115400,75323
190A,Chordia_Therapeutics,東証GR,医薬品,2026-04-06,128,644200,9438
1911,住友林業,東証PR,建設,2026-04-06,1420.5,1693600,878659
1914,日本基礎技術,東証ST,建設,2026-04-06,706,34400,20719
1921,巴コーポレーション,東証ST,建設,2026-04-06,2207,47600,74597
1925,大和ハウス工業,東証PR,建設,2026-04-06,4978,850800,3283669
1926,ライト工業,東証PR,建設,2026-04-06,3955,98600,169948
1928,積水ハウス,東証PR,建設,2026-04-06,3564,1057400,2363367
1929,日特建設,東証PR,建設,2026-04-06,1237,44300,51676
192A,インテグループ,東証GR,サービス,2026-04-06,1702,3500,3715
1930,北陸電気工事,東証PR,建設,2026-04-06,1458,26500,43687
1934,ユアテック,東証PR,建設,2026-04-06,2616,55900,181005
1938,日本リーテック,東証PR,建設,2026-04-06,2551,52300,64075
1939,四電工,東証PR,建設,2026-04-06,1927,52700,93973
1941,中電工,東証PR,建設,2026-04-06,4650,29100,270342
1942,関電工,東証PR,建設,2026-04-06,6063,474500,1244663
1944,きんでん,東証PR,建設,2026-04-06,7118,246100,1423274
1945,東京エネシス,東証PR,建設,2026-04-06,1782,241700,59205
1946,トーエネック,東証PR,建設,2026-04-06,2039,88800,197069
1948,弘電社,東証ST,建設,2026-04-06,6370,21400,57139
194A,WOLVES_HAND,東証GR,サービス,2026-04-06,1776,92200,14162
1950,日本電設工業,東証PR,建設,2026-04-06,4880,62800,300302
1951,エクシオグループ,東証PR,建設,2026-04-06,2777.5,333500,571123
1952,新日本空調,東証PR,建設,2026-04-06,3395,69700,164876
1959,クラフティア,東証PR,建設,2026-04-06,9484,143300,672083
195A,MUSCAT_GROUP,東証GR,サービス,2026-04-06,944,55800,3219
1960,サンテック,東証ST,建設,2026-04-06,1347,7800,21552
1961,三機工業,東証PR,建設,2026-04-06,7320,153500,392800
1963,日揮ホールディングス,東証PR,建設,2026-04-06,2537.5,3947300,619894
1964,中外炉工業,東証PR,建設,2026-04-06,4235,14800,33033
1965,テクノ菱和,東証ST,建設,2026-04-06,6770,42700,143718
1966,高田工業所,東証ST,建設,2026-04-06,1733,9100,12710
1967,ヤマト,東証ST,建設,2026-04-06,2199,17000,53057
1968,太平電業,東証PR,建設,2026-04-06,2933,102400,191220
1969,高砂熱学工業,東証PR,建設,2026-04-06,4395,269000,617404
196A,MFS,東証GR,その他金融,2026-04-06,241,39200,2458
1972,三晃金属工業,東証ST,建設,2026-04-06,1324,41100,26215
1975,朝日工業社,東証PR,建設,2026-04-06,3580,65300,97376
1976,明星工業,東証PR,建設,2026-04-06,1784,61300,98329
1979,大氣社,東証PR,建設,2026-04-06,3460,73200,219586
197A,タウンズ,東証ST,医薬品,2026-04-06,509,670500,54174
1980,ダイダン,東証PR,建設,2026-04-06,2704,221500,372858
1981,協和日成,東証ST,建設,2026-04-06,1422,3600,15281
1982,日比谷総合設備,東証PR,建設,2026-04-06,2803,43700,123332
198A,PostPrime,東証GR,情報通信,2026-04-06,202,66200,2071
1992,神田通信機,東証ST,建設,2026-04-06,2814,100,7382
1994,高橋カーテンウォール工業,東証ST,建設,2026-04-06,538,10000,5140
1997,暁飯島工業,東証ST,建設,2026-04-06,3985,6000,8767
2001,ニップン,東証PR,食料品,2026-04-06,2760,118500,233847
2002,日清製粉グループ本社,東証PR,食料品,2026-04-06,2173,704900,613029
2003,日東富士製粉,東証ST,食料品,2026-04-06,1827,13500,68584
2004,昭和産業,東証PR,食料品,2026-04-06,3240,42700,106905
2009,鳥越製粉,東証ST,食料品,2026-04-06,1115,14500,29031
202A,豆蔵,東証GR,情報通信,2026-04-06,3535,19900,56737
2053,中部飼料,東証PR,食料品,2026-04-06,1773,33500,53849
2055,日和産業,東証ST,食料品,2026-04-06,391,5500,8145
205A,ロゴスホールディングス,東証GR,建設,2026-04-06,1693,3300,6643
2060,フィード・ワン,東証PR,食料品,2026-04-06,1173,57500,45134
206A,PRISM_BioLab,東証GR,医薬品,2026-04-06,193,159500,7128
208A,構造計画研究所ホールディングス,東証ST,情報通信,2026-04-06,2926,1500,32186
2108,日本甜菜製糖,東証PR,食料品,2026-04-06,4240,17800,54315
2109,DM三井製糖,東証PR,食料品,2026-04-06,3465,28200,109025
2112,塩水港精糖,東証ST,食料品,2026-04-06,520,30200,18200
2114,フジ日本,東証ST,食料品,2026-04-06,638,11300,32817
2117,ウェルネオシュガー,東証PR,食料品,2026-04-06,2888,16000,94727
211A,カドス・コーポレーション,東証ST,建設,2026-04-06,4060,1100,4111
2120,LIFULL,東証PR,サービス,2026-04-06,197,497000,26510
2121,MIXI,東証PR,情報通信,2026-04-06,2553,188600,182108
2122,インタースペース,東証ST,サービス,2026-04-06,1235,1600,8604
2124,ジェイエイシーリクルートメント,東証PR,サービス,2026-04-06,871,383800,144200
2127,日本M＆Aセンターホールディングス,東証PR,サービス,2026-04-06,650.5,1168500,219176
212A,フィットイージー,東証PR,サービス,2026-04-06,2172,43000,36260
2130,メンバーズ,東証PR,サービス,2026-04-06,1074,34200,14417
2134,北浜キャピタルパートナーズ,東証ST,サービス,2026-04-06,32,2358900,17526
2136,ヒップ,東証ST,サービス,2026-04-06,1452,5800,5772
2138,クルーズ,東証ST,情報通信,2026-04-06,530,19200,6868
2139,中広,東証ST,サービス,2026-04-06,515,4200,3628
2146,UTグループ,東証PR,サービス,2026-04-06,197,5673300,118190
2148,アイティメディア,東証PR,サービス,2026-04-06,1537,151100,32464
2152,幼児活動研究会,東証ST,サービス,2026-04-06,1535,100,18088
2153,E・Jホールディングス,東証PR,サービス,2026-04-06,1789,26400,32880
2154,オープンアップグループ,東証PR,サービス,2026-04-06,1830,112800,166206
2156,セーラー広告,東証ST,サービス,2026-04-06,299,5400,1817
2157,コシダカホールディングス,東証PR,サービス,2026-04-06,1116,303100,93500
2158,FRONTEO,東証GR,サービス,2026-04-06,837,178500,32988
215A,タイミー,東証GR,サービス,2026-04-06,1366,997100,137594
2160,ジーエヌアイグループ,東証GR,医薬品,2026-04-06,3130,747200,174337
2162,nmsホールディングス,東証ST,サービス,2026-04-06,396,18800,8558
2163,アルトナー,東証PR,サービス,2026-04-06,1960,12800,20831
2164,地域新聞社,東証ST,サービス,2026-04-06,319,6100,2405
2168,パソナグループ,東証PR,サービス,2026-04-06,1950,99400,78371
2169,CDS,東証ST,サービス,2026-04-06,1834,1800,12699
2170,リンクアンドモチベーション,東証PR,サービス,2026-04-06,633,1196300,70223
2173,博展,東証GR,サービス,2026-04-06,938,10700,15241
2175,エス・エム・エス,東証PR,サービス,2026-04-06,1680,246300,147103
2179,成学社,東証ST,サービス,2026-04-06,772,1000,4536
2180,サニーサイドアップグループ,東証ST,サービス,2026-04-06,913,13200,13875
2181,パーソルホールディングス,東証PR,サービス,2026-04-06,236.7,6529800,539306
2183,リニカル,東証ST,サービス,2026-04-06,257,16700,6358
2185,シイエム・シイ,東証ST,サービス,2026-04-06,1889,1000,27134
2186,ソーバル,東証ST,サービス,2026-04-06,902,5900,7367
218A,Liberaware,東証GR,精密機器,2026-04-06,1388,125300,27229
2193,クックパッド,東証ST,サービス,2026-04-06,133,1251900,10481
2195,アミタホールディングス,東証GR,サービス,2026-04-06,561,5172900,9849
2198,アイ・ケイ・ケイホールディングス,東証PR,サービス,2026-04-06,819,51700,24535
219A,Heartseed,東証GR,医薬品,2026-04-06,1809,120800,41350
2201,森永製菓,東証PR,食料品,2026-04-06,2826.5,230600,243395
2204,中村屋,東証ST,食料品,2026-04-06,3345,12000,19990
2206,江崎グリコ,東証PR,食料品,2026-04-06,5931,137800,406087
2207,meito,東証PR,食料品,2026-04-06,3120,31700,51953
2208,ブルボン,東証ST,食料品,2026-04-06,3325,3700,92103
2209,井村屋グループ,東証PR,食料品,2026-04-06,2446,15400,32009
220A,Faber_Company,東証ST,情報通信,2026-04-06,1049,400,3147
2211,不二家,東証PR,食料品,2026-04-06,2497,19600,64384
2212,山崎製パン,東証PR,食料品,2026-04-06,3567,530100,785749
2215,第一屋製パン,東証ST,食料品,2026-04-06,610,12200,4227
2216,カンロ,東証ST,食料品,2026-04-06,1204,60600,55320
2217,モロゾフ,東証PR,食料品,2026-04-06,1523,19500,31321
2220,亀田製菓,東証PR,食料品,2026-04-06,1517,173700,101572
2221,岩塚製菓,東証ST,食料品,2026-04-06,3195,600,38308
2222,寿スピリッツ,東証PR,食料品,2026-04-06,1873,357500,291548
2224,コモ,東証ST,食料品,2026-04-06,3610,3000,13104
2226,湖池屋,東証ST,食料品,2026-04-06,4660,1100,49722
2229,カルビー,東証PR,食料品,2026-04-06,3142,323000,420807
2264,森永乳業,東証PR,食料品,2026-04-06,4927,207000,424608
2266,六甲バター,東証PR,食料品,2026-04-06,1180,21300,25314
2267,ヤクルト本社,東証PR,食料品,2026-04-06,2726,744400,840386
2268,B-Rサーティワンアイスクリーム,東証ST,食料品,2026-04-06,4045,10100,39012
2269,明治ホールディングス,東証PR,食料品,2026-04-06,3968,768100,1119770
2270,雪印メグミルク,東証PR,食料品,2026-04-06,3275,130400,209061
2281,プリマハム,東証PR,食料品,2026-04-06,2810,44500,141974
2282,日本ハム,東証PR,食料品,2026-04-06,7323,354900,725673
2286,林兼産業,東証ST,食料品,2026-04-06,924,35000,8233
2288,丸大食品,東証PR,食料品,2026-04-06,2438,105000,64621
228A,オプロ,東証GR,情報通信,2026-04-06,1588,9100,3703
2291,福留ハム,東証ST,食料品,2026-04-06,605,2600,2057
2292,S　Foods,東証PR,食料品,2026-04-06,3060,39500,98739
2293,滝沢ハム,東証ST,食料品,2026-04-06,2720,1100,5717
2294,柿安本店,東証PR,食料品,2026-04-06,2965,54100,36904
2296,伊藤ハム米久ホールディングス,東証PR,食料品,2026-04-06,5840,85600,335631
2300,きょくとう,東証ST,サービス,2026-04-06,500,3700,2776
2301,学情,東証PR,サービス,2026-04-06,1673,163800,26032
2303,ドーン,東証ST,情報通信,2026-04-06,2796,3800,9227
2304,CSSホールディングス,東証ST,サービス,2026-04-06,943,1800,4984
2305,スタジオアリス,東証ST,サービス,2026-04-06,1983,11400,34079
2307,クロスキャット,東証PR,情報通信,2026-04-06,964,23900,16393
2311,エプコ,東証ST,サービス,2026-04-06,823,19600,7667
2315,CAICA_DIGITAL,東証ST,情報通信,2026-04-06,76,1383100,13762
2317,システナ,東証PR,情報通信,2026-04-06,424,531800,180573
2321,ソフトフロントホールディングス,東証GR,情報通信,2026-04-06,207,328200,10758
2323,fonfun,東証ST,情報通信,2026-04-06,337,30200,7176
2325,NJS,東証PR,サービス,2026-04-06,4830,20500,48532
2326,デジタルアーツ,東証PR,情報通信,2026-04-06,5430,71100,76742
2327,日鉄ソリューションズ,東証PR,情報通信,2026-04-06,3854,158600,705290
2329,東北新社,東証ST,情報通信,2026-04-06,625,8100,87629
2330,フォーサイド,東証ST,情報通信,2026-04-06,111,67900,4849
2331,ALSOK,東証PR,サービス,2026-04-06,1293,877800,659689
2332,クエスト,東証ST,情報通信,2026-04-06,1486,7500,8155
2334,イオレ,東証GR,サービス,2026-04-06,393,480600,16120
2335,キューブシステム,東証PR,情報通信,2026-04-06,1040,7700,16380
2337,いちご,東証PR,不動産,2026-04-06,483,482400,200925
2338,クオンタムソリューションズ,東証ST,情報通信,2026-04-06,129,1342400,6353
2340,極楽湯ホールディングス,東証ST,サービス,2026-04-06,487,15500,15391
2341,アルバイトタイムス,東証ST,サービス,2026-04-06,216,1332900,5926
2342,トランスジェニックグループ,東証ST,サービス,2026-04-06,265,66200,4505
2344,平安レイサービス,東証ST,サービス,2026-04-06,1486,30900,18288
2345,HODL_1,東証ST,情報通信,2026-04-06,248,123700,4615
2349,エヌアイデイ,東証ST,情報通信,2026-04-06,2365,800,31004
2351,ASJ,東証ST,情報通信,2026-04-06,391,14200,3109
2353,日本駐車場開発,東証PR,不動産,2026-04-06,280,780500,97552
2354,YE_DIGITAL,東証ST,情報通信,2026-04-06,867,181400,15889
2359,コア,東証PR,情報通信,2026-04-06,2269,9100,33660
2370,メディネット,東証GR,サービス,2026-04-06,30,331200,8266
2371,カカクコム,東証PR,サービス,2026-04-06,2220.5,1069900,440144
2373,ケア21,東証ST,サービス,2026-04-06,438,6100,6502
2375,ギグワークス,東証ST,サービス,2026-04-06,217,64200,4802
2376,サイネックス,東証ST,サービス,2026-04-06,677,130500,4381
2378,ルネサンス,東証PR,サービス,2026-04-06,1041,42300,22256
2379,ディップ,東証PR,サービス,2026-04-06,2112,154100,127016
2384,SBSホールディングス,東証PR,陸運,2026-04-06,4235,50000,168207
2385,総医研ホールディングス,東証GR,サービス,2026-04-06,251,76700,6566
2388,ウェッジホールディングス,東証GR,その他金融,2026-04-06,60,84600,2550
2391,プラネット,東証ST,サービス,2026-04-06,1257,1300,8337
2393,日本ケアサプライ,東証ST,サービス,2026-04-06,2380,4200,38646
2395,新日本科学,東証PR,サービス,2026-04-06,1460,147900,60783
2404,鉄人化ホールディングス,東証ST,サービス,2026-04-06,523,8400,7226
2408,KG情報,東証ST,サービス,2026-04-06,756,56700,5593
2410,キャリアデザインセンター,東証PR,サービス,2026-04-06,2459,26000,13519
2411,ゲンダイエージェンシー,東証ST,情報通信,2026-04-06,470,13300,5781
2413,エムスリー,東証PR,サービス,2026-04-06,1636,1972600,1111041
2415,ヒューマンホールディングス,東証ST,サービス,2026-04-06,1714,5400,17788
2418,ツカダ・グローバルホールディング,東証ST,サービス,2026-04-06,635,50500,31090
241A,ROXX,東証GR,情報通信,2026-04-06,520,21200,3787
2424,ブラス,東証ST,サービス,2026-04-06,607,900,3466
2425,ケアサービス,東証ST,サービス,2026-04-06,750,7100,3150
2428,ウェルネット,東証ST,サービス,2026-04-06,647,29800,12552
2429,ワールドホールディングス,東証PR,サービス,2026-04-06,2639,36500,47535
2432,ディー・エヌ・エー,東証PR,情報通信,2026-04-06,2633,1889600,321609
2433,博報堂DYホールディングス,東証PR,サービス,2026-04-06,1049,556300,381734
2435,シダー,東証ST,サービス,2026-04-06,220,9300,2525
2436,共同ピーアール,東証ST,サービス,2026-04-06,1020,4700,8991
2437,Shinwa_Wise_Holdings,東証ST,サービス,2026-04-06,756,122400,8329
2438,アスカネット,東証GR,サービス,2026-04-06,376,47400,6566
2440,ぐるなび,東証ST,サービス,2026-04-06,151,70800,8592
2445,タカミヤ,東証ST,サービス,2026-04-06,407,42200,18960
2449,プラップジャパン,東証ST,サービス,2026-04-06,1097,2000,5133
244A,グロースエクスパートナーズ,東証GR,情報通信,2026-04-06,1227,4500,4145
2454,オールアバウト,東証ST,サービス,2026-04-06,368,11000,5234
2459,アウンコンサルティング,東証ST,サービス,2026-04-06,210,10700,1576
245A,INGS,東証GR,小売,2026-04-06,2335,4900,5887
2461,ファンコミュニケーションズ,東証PR,サービス,2026-04-06,454,40700,30105
2462,ライク,東証PR,サービス,2026-04-06,1610,65100,32948
2464,Aoba-BBT,東証ST,サービス,2026-04-06,344,900,4907
2469,ヒビノ,東証ST,サービス,2026-04-06,3615,21100,37110
246A,アスア,東証GR,サービス,2026-04-06,942,1700,2536
2471,エスプール,東証PR,サービス,2026-04-06,259,142800,20463
2475,WDBホールディングス,東証PR,サービス,2026-04-06,1540,15900,30892
2477,手間いらず,東証ST,情報通信,2026-04-06,2726,14000,17667
2479,ジェイテック,東証ST,サービス,2026-04-06,237,38800,2032
247A,Aiロボティクス,東証GR,化学,2026-04-06,1209,628300,78464
2480,システム・ロケーション,東証ST,情報通信,2026-04-06,1683,1400,6008
2481,タウンニュース社,東証ST,サービス,2026-04-06,683,1800,3808
2483,翻訳センター,東証ST,サービス,2026-04-06,1797,6200,6054
2484,出前館,東証ST,情報通信,2026-04-06,131,692900,14722
2485,ティア,東証ST,サービス,2026-04-06,510,17100,11480
2488,JTP,東証ST,サービス,2026-04-06,1211,28600,7285
2489,アドウェイズ,東証ST,サービス,2026-04-06,278,64900,11678
248A,キッズスター,東証GR,情報通信,2026-04-06,1035,2300,2713
2491,バリューコマース,東証PR,サービス,2026-04-06,450,216100,15512
2492,インフォマート,東証PR,サービス,2026-04-06,478,1019700,127869
2493,イーサポートリンク,東証ST,サービス,2026-04-06,1020,14500,4513
2497,ユナイテッド,東証GR,サービス,2026-04-06,506,29200,20449
2498,オリエンタルコンサルタンツホールディングス,東証ST,サービス,2026-04-06,3140,3500,38810
2499,日本和装ホールディングス,東証ST,サービス,2026-04-06,319,22500,2914
2501,サッポロホールディングス,東証PR,食料品,2026-04-06,1791.5,881500,705800
2502,アサヒグループホールディングス,東証PR,食料品,2026-04-06,1630,3451500,2479246
2503,キリンホールディングス,東証PR,食料品,2026-04-06,2620,3184100,2137920
250A,シマダヤ,東証ST,食料品,2026-04-06,1781,16000,27081
2531,宝ホールディングス,東証PR,食料品,2026-04-06,1693,407400,333948
2533,オエノンホールディングス,東証PR,食料品,2026-04-06,434,39100,28464
253A,ETSグループ,東証ST,建設,2026-04-06,1212,19800,7719
2540,養命酒製造,東証PR,食料品,2026-04-06,4040,50700,66660
254A,AIフュージョンキャピタルグループ,東証ST,証券・先物,2026-04-06,1016,30500,9858
255A,ジーエルテクノホールディングス,東証ST,精密機器,2026-04-06,3555,68700,48637
256A,飛島ホールディングス,東証PR,建設,2026-04-06,2124,116800,40836
2573,北海道コカ・コーラボトリング,東証ST,食料品,2026-04-06,4300,8300,58514
2579,コカ・コーラボトラーズジャパンホールディングス,東証PR,食料品,2026-04-06,3421,604000,585910
2585,ライフドリンクカンパニー,東証PR,食料品,2026-04-06,1521,2987100,79592
2586,フルッタフルッタ,東証GR,食料品,2026-04-06,111,295300,11429
2587,サントリービバレッジ＆フード,東証PR,食料品,2026-04-06,4601,347100,1421709
2588,プレミアムウォーターホールディングス,東証ST,食料品,2026-04-06,3705,3600,80724
