sc,name,market,industry,trade_date,trade_seq,lookback_obs,close_price,high_price,low_price,volume,range_high,range_low,avg_volume,breakout_price,range_width_pct,breakout_pct,volume_ratio,close_fwd_20,close_fwd_60,close_fwd_120,close_fwd_240,future_max_close_240,future_min_close_60,return_20d,return_60d,return_120d,return_240d,future_max_return_240d,future_min_return_60d,label,label_reason
1382,ホーブ,JQS,水産・農林,2020-11-25,585,120,1127,1139,1041,65100,1065,874,1975.0000000000000000,1127,0.21853546910755148741,0.0582159624413146,32.9620253164556962,949,920,949,980,1074,891,-0.15794144,-0.18367347,-0.15794144,-0.13043478,-0.04702751,-0.20940550,non_trend,early_drawdown_breached_failure_threshold
1383,ベルグアース,JQS,水産・農林,2019-02-25,275,120,2284,2284,2246,7800,2235,1808,1480.0000000000000000,2284,0.23617256637168141593,0.0219239373601790,5.2702702702702703,2458,2101,2097,2669,2813,2050,0.07618214,-0.08012259,-0.08187391,0.16856392,0.23161121,-0.10245184,non_trend,early_drawdown_breached_failure_threshold
1383,ベルグアース,JQS,水産・農林,2020-01-14,487,120,2607,2609,2550,7400,2534,2056,4380.0000000000000000,2607,0.23249027237354085603,0.0288082083662194,1.6894977168949772,2813,2310,2097,2221,2813,1832,0.07901803,-0.11392405,-0.19562716,-0.14806291,0.07901803,-0.29727656,non_trend,early_drawdown_breached_failure_threshold
1384,ホクリヨウ,東証一部,水産・農林,2019-09-18,417,120,648,650,629,14800,628,586,8660.0000000000000000,648,0.07167235494880546075,0.0318471337579618,1.7090069284064665,718,675,555,666,837,643,0.10802469,0.04166667,-0.14351852,0.02777778,0.29166667,-0.00771605,non_trend,confirm_horizon_return_non_positive
1384,ホクリヨウ,東証一部,水産・農林,2020-01-30,504,120,762,762,723,37700,726,595,10920.000000000000,762,0.22016806722689075630,0.0495867768595041,3.4523809523809524,692,605,636,706,837,526,-0.09186352,-0.20603675,-0.16535433,-0.07349081,0.09842520,-0.30971129,non_trend,early_drawdown_breached_failure_threshold
1384,ホクリヨウ,東証一部,水産・農林,2020-09-30,666,120,709,713,693,12800,693,537,6380.0000000000000000,709,0.29050279329608938547,0.0230880230880231,2.0062695924764890,661,691,728,763,845,654,-0.06770099,-0.02538787,0.02679831,0.07616361,0.19181946,-0.07757405,non_trend,future_max_return_never_reached_half_trend_threshold
1401,エムビーエス,東証マザ,建設,2019-12-05,469,120,992,1029,949,57300,966,818,8815.0000000000000000,992,0.18092909535452322738,0.0269151138716356,6.5002836074872377,1062,680,732,654,1135,680,0.07056452,-0.31451613,-0.26209677,-0.34072581,0.14415323,-0.31451613,non_trend,early_drawdown_breached_failure_threshold
1407,ウエストホールディングス,JQS,建設,2018-07-18,133,120,848,850,793,680600,831,645,97325.000000000000,848,0.28837209302325581395,0.0204572803850782,6.9930644746981762,833,846,1163,1093,1489,735,-0.01768868,-0.00235849,0.37146226,0.28891509,0.75589623,-0.13325472,non_trend,early_drawdown_breached_failure_threshold
1407,ウエストホールディングス,JQS,建設,2018-10-16,194,120,950,959,857,2053700,908,710,177670.000000000000,950,0.27887323943661971831,0.0462555066079295,11.5590701863004446,1224,1101,1244,1260,1489,979,0.28842105,0.15894737,0.30947368,0.32631579,0.56736842,0.03052632,trend,future_max_and_confirm_return_cleared_thresholds
1414,ショーボンドホールディングス,東証一部,建設,2018-09-10,171,120,8470,8600,8060,179800,8290,7270,64255.000000000000,8470,0.14030261348005502063,0.0217129071170084,2.7982258190024123,8270,8630,8240,3740,9450,7730,-0.02361275,0.01889020,-0.02715466,-0.55844156,0.11570248,-0.08736718,non_trend,future_max_return_never_reached_half_trend_threshold
1417,ミライト・ホールディングス,東証一部,建設,2018-09-25,180,120,1946,1947,1870,1089600,1881,1587,322880.000000000000,1946,0.18525519848771266541,0.0345560871876661,3.3746283448959366,1858,1589,1601,1685,1970,1523,-0.04522097,-0.18345324,-0.17728674,-0.13412127,0.01233299,-0.21736896,non_trend,early_drawdown_breached_failure_threshold
1418,インターライフホールディングス,JQS,建設,2019-07-18,375,120,258,273,243,3233400,246,200,37575.000000000000,258,0.23000000000000000000,0.0487804878048780,86.0518962075848303,242,242,247,236,271,227,-0.06201550,-0.06201550,-0.04263566,-0.08527132,0.05038760,-0.12015504,non_trend,early_drawdown_breached_failure_threshold
1419,タマホーム,東証一部,建設,2019-01-16,253,120,1226,1277,1195,1200200,1201,969,240135.000000000000,1226,0.23942208462332301342,0.0208159866777685,4.9980219459887147,1128,1052,1351,1418,2010,1013,-0.07993475,-0.14192496,0.10195759,0.15660685,0.63947798,-0.17373573,non_trend,early_drawdown_breached_failure_threshold
1419,タマホーム,東証一部,建設,2019-07-12,372,120,1348,1354,1263,2418400,1254,964,295945.000000000000,1348,0.30082987551867219917,0.0749601275917065,8.1717886769501090,1536,1621,1540,1204,2010,1351,0.13946588,0.20252226,0.14243323,-0.10682493,0.49109792,0.00222552,neutral,advanced_but_not_enough_for_long_trend
1420,サンヨーホームズ,東証一部,建設,2020-12-21,721,120,738,738,722,11400,723,571,5750.0000000000000000,738,0.26619964973730297723,0.0207468879668050,1.9826086956521739,850,845,731,720,885,720,0.15176152,0.14498645,-0.00948509,-0.02439024,0.19918699,-0.02439024,non_trend,future_max_return_never_reached_half_trend_threshold
1429,日本アクア,東証一部,建設,2018-12-28,245,120,437,448,410,620400,416,322,109425.000000000000,437,0.29192546583850931677,0.0504807692307692,5.6696367374914325,401,539,612,638,758,400,-0.08237986,0.23340961,0.40045767,0.45995423,0.73455378,-0.08466819,trend,future_max_and_confirm_return_cleared_thresholds
1429,日本アクア,東証一部,建設,2020-09-09,653,120,668,690,650,391600,646,517,42165.000000000000,668,0.24951644100580270793,0.0340557275541796,9.2873236096288391,739,638,602,573,743,609,0.10628743,-0.04491018,-0.09880240,-0.14221557,0.11227545,-0.08832335,non_trend,future_max_return_never_reached_half_trend_threshold
1431,Lib_Work,福証QB,建設,2019-05-14,325,120,1100,1105,980,5300,1050,785,1455.0000000000000000,1100,0.33757961783439490446,0.0476190476190476,3.6426116838487973,1185,1159,2818,1626,4965,1087,0.07727273,0.05363636,1.56181818,0.47818182,3.51363636,-0.01181818,trend,future_max_and_confirm_return_cleared_thresholds
1433,ベステラ,東証一部,建設,2018-12-05,229,120,1634,1642,1580,170900,1598,1222,26950.000000000000,1634,0.30769230769230769231,0.0225281602002503,6.3413729128014842,1466,1264,1360,1278,1672,1230,-0.10281518,-0.22643819,-0.16768666,-0.21787026,0.02325581,-0.24724602,non_trend,early_drawdown_breached_failure_threshold
1438,岐阜造園,名証二部,建設,2019-08-19,352,120,1348,1350,1320,2300,1296,1162,1220.0000000000000000,1348,0.11531841652323580034,0.0401234567901235,1.8852459016393443,1365,1400,1265,1439,1601,1300,0.01261128,0.03857567,-0.06157270,0.06750742,0.18768546,-0.03560831,non_trend,future_max_return_never_reached_half_trend_threshold
