candidate_username,cluster_id,sc,company_name,cluster_start_at,cluster_end_at,candidate_first_post_id,candidate_first_post_at,candidate_signal_count,benchmark_overlap,benchmark_first_post_at,candidate_beat_benchmark,lead_hours,unique_pick,cluster_success,cluster_success_return_pct,benchmark_signal_count,benchmark_user_count,candidate_post_ids,benchmark_usernames,details_json
yuzz__,7974_1_20260411101811,7974,任天堂,2026-04-11 10:18:11+09:00,2026-04-11 12:27:00+09:00,2042774179213369729,2026-04-11 10:18:11+09:00,3,False,,,,True,False,,0,0,"['2042774179213369729', '2042783640430800954', '2042806596728996066']",[],"{'candidate_tweet_urls': ['https://x.com/yuzz__/status/2042774179213369729', 'https://x.com/yuzz__/status/2042783640430800954', 'https://x.com/yuzz__/status/2042806596728996066'], 'benchmark_tweet_urls': [], 'cluster_window_days': 30, 'unique_success_horizon_days': 20, 'unique_success_return_pct': 0.1}"
