candidate_username,cluster_id,sc,company_name,cluster_start_at,cluster_end_at,candidate_first_post_id,candidate_first_post_at,candidate_signal_count,benchmark_overlap,benchmark_first_post_at,candidate_beat_benchmark,lead_hours,unique_pick,cluster_success,cluster_success_return_pct,benchmark_signal_count,benchmark_user_count,candidate_post_ids,benchmark_usernames,details_json
yuzz__,7974_1_20260410113809,7974,任天堂,2026-04-10 11:38:09+09:00,2026-04-10 13:29:13+09:00,2042431912007156070,2026-04-10 11:38:09+09:00,3,False,,,,True,False,-0.0270777166,0,0,"['2042431912007156070', '2042457273713508796', '2042459864052744436']",[],"{'candidate_tweet_urls': ['https://x.com/yuzz__/status/2042431912007156070', 'https://x.com/yuzz__/status/2042457273713508796', 'https://x.com/yuzz__/status/2042459864052744436'], 'benchmark_tweet_urls': [], 'cluster_window_days': 30, 'unique_success_horizon_days': 20, 'unique_success_return_pct': 0.1}"
