post_id,target_username,author_username,created_at_jst,post_date_jst,tweet_url,text
2044200559356588428,not_zerosumgame,not_zerosumgame,2026-04-15 08:46:07,2026-04-15,https://x.com/not_zerosumgame/status/2044200559356588428,4時間前くらいまで仕事をしていたのにもう仕事をしている燃えている
2044217918469353935,not_zerosumgame,not_zerosumgame,2026-04-15 09:55:06,2026-04-15,https://x.com/not_zerosumgame/status/2044217918469353935,午前業務完了☑️
2044283349603389767,not_zerosumgame,not_zerosumgame,2026-04-15 14:15:06,2026-04-15,https://x.com/not_zerosumgame/status/2044283349603389767,いすゞとトヨタ、次世代小型燃料電池トラック共同開発へ…2027年度の生産開始めざす | レスポンス（https://t.co/VdD1nDLJZF） https://t.co/NQy5h4NTJU
2044284703197540565,not_zerosumgame,not_zerosumgame,2026-04-15 14:20:28,2026-04-15,https://x.com/not_zerosumgame/status/2044284703197540565,"5月6月生産分は原価高いです
7月以降生産分は受注できません

これが正解 https://t.co/gyqjdCfuPY"
2044344414747992321,not_zerosumgame,not_zerosumgame,2026-04-15 18:17:45,2026-04-15,https://x.com/not_zerosumgame/status/2044344414747992321,ん！？？？ https://t.co/HQ62tD1UXm
2044345815335051322,not_zerosumgame,not_zerosumgame,2026-04-15 18:23:19,2026-04-15,https://x.com/not_zerosumgame/status/2044345815335051322,ユニットバス以外は多少納期遅れようが問題ないのだがユニットバスだけは絶対に先に入れたい https://t.co/VpDiOQd8ko
