sc,name,market,industry,trade_date,trade_seq,lookback_obs,raw_close_price,adjustment_factor,adjusted_close_price,entry_price,range_high,range_low,range_width_pct,breakout_margin_pct,day_return_pct,gap_pct,body_ratio,upper_wick_ratio,lower_wick_ratio,volume_ratio,is_bullish,prior_return_20d_pct,prior_return_60d_pct,ma_gap_20_pct,ma_gap_60_pct,ma_slope_20_pct,ma_slope_60_pct,atr_20_pct,atr_20_to_range_ratio,return_20d_pct,return_60d_pct,return_120d_pct,return_240d_pct,future_max_return_240d_pct,future_min_return_60d_pct,dataset_split,bullish_count_10,bullish_count_20,bullish_count_60,up_day_count_10,up_day_count_20,up_day_count_60,high_volume_bullish_count_20,high_volume_bullish_count_60,long_upper_wick_count_20,long_upper_wick_count_60,long_lower_wick_count_20,long_lower_wick_count_60,range_high_touch_count_120,higher_high_count_20,higher_low_count_20,label,label_reason,case_id
4902,コニカミノルタ,東証一部,電気機器,2018-08-03,145,120,1098,1.0000000000,1098.00000000,1098.00000000,1075.00000000,893.00000000,0.20380739081746920493,0.0213953488372093,0.0213953488372093,0.0055813953488372,0.58620689655172413793,0.13793103448275862069,0.27586206896551724138,1.6478215097057791,True,0.1307929969104016,0.1485355648535565,0.0866983372921615,0.0758201740777634,-0.02409813106678900855,0.0242870285188592,0.02235883424408014572,0.13489010989010989011,0.0300546448087432,0.0209471766848816,-0.03005464480874316940,-0.21402550091074681239,0.1238615664845173,-0.05009107468123861566,train,5,9,30,5,12,35,1,2,3,7,5,16,3,12,12,non_trend,future_max_return_never_reached_half_trend_threshold,4902_2018-08-03
4912,ライオン,東証一部,化学,2018-09-18,176,120,2463,1.0000000000,2463.00000000,2463.00000000,2388.00000000,1924.00000000,0.24116424116424116424,0.0314070351758794,0.0458598726114650,0.0042462845010616,0.91588785046728971963,0.04672897196261682243,0.03738317757009345794,1.5016912057302029,True,0.1381700554528651,0.2162962962962963,0.0661645347704695,0.1583047898230956,0.1050176982684397,0.0446576980078442,0.01839220462850182704,0.09762931034482758621,-0.15022330491270807958,-0.06617945594803085668,-0.01989443767762890784,-0.14778725131952902964,0.0292326431181486,-0.16971173365814047909,train,8,16,38,6,14,30,2,5,3,9,4,9,1,13,15,non_trend,early_drawdown_breached_failure_threshold,4912_2018-09-18
4914,高砂香料工業,東証一部,化学,2018-08-09,149,120,4050,0.2000000000,810.00000000,810.00000000,770.00000000,608.00000000,0.26644736842105263158,0.0519480519480519,0.0602094240837696,0.0196335078534031,0.79487179487179487179,0E-20,0.20512820512820512821,3.2603596559812353,True,0.1637931034482759,0.1621233859397418,0.0926013354016322,0.1326559149808893,0.0390329362298528,0.0257464559776242,0.02617283950617283951,0.13086419753086419753,-0.06296296296296296296,-0.09753086419753086420,-0.13209876543209876543,-0.32246913580246913580,0.0691358024691358,-0.15185185185185185185,train,1,7,28,6,11,31,1,6,3,11,5,10,5,9,11,non_trend,early_drawdown_breached_failure_threshold,4914_2018-08-09
4914,高砂香料工業,東証一部,化学,2020-11-26,704,120,2546,0.2000000000,509.20000000,509.20000000,499.00000000,388.80000000,0.28343621399176954733,0.0204408817635271,0.0358014646053702,0.0203417412530513,0.34862385321100917431,0.12844036697247706422,0.52293577981651376147,1.5037418147801684,True,0.1925058548009368,0.2858585858585859,0.1035977459904638,0.1614345343541630,0.0552556948129174,0.0436000380855656,0.03658680282796543598,0.16905626134301270417,-0.07069913589945011783,0.0298507462686567,0.0585231736056559,0.0824823252160251,0.2293794186959937,-0.07816182246661429694,train,4,8,26,5,10,30,1,5,0,5,4,13,7,8,11,neutral,advanced_but_not_enough_for_long_trend,4914_2020-11-26
4917,マンダム,東証一部,化学,2019-10-30,444,120,3010,1.0000000000,3010.00000000,3010.00000000,2848.00000000,2419.00000000,0.17734601074824307565,0.0568820224719101,0.0591133004926108,0.0323715693173821,0.88372093023255813953,0.05813953488372093023,0.05813953488372093023,4.2305298231481821,True,0.1243929772132985,0.1734892787524366,0.1067804088836594,0.1423800216331100,0.0120383291468974,0.0069298038890977,0.01916943521594684385,0.13449883449883449883,-0.00166112956810631229,-0.06411960132890365449,-0.31794019933554817276,-0.42059800664451827243,0.0116279069767442,-0.06411960132890365449,train,6,13,40,8,13,36,1,5,5,13,6,12,4,11,12,non_trend,future_max_return_never_reached_half_trend_threshold,4917_2019-10-30
4918,アイビー化粧品,JQS,化学,2019-09-17,416,120,1357,1.0000000000,1357.00000000,1357.00000000,1146.00000000,856.00000000,0.33878504672897196262,0.1841186736474695,0.2838221381267739,0.2819299905392621,0.06451612903225806452,0E-20,0.93548387096774193548,25.0136239782016349,True,0.5247191011235955,0.4513368983957219,0.4865531029194282,0.4625734250660152,-0.00158591272011374822,-0.01338083085211966536,0.02295504789977892410,0.10741379310344827586,-0.19675755342667649226,-0.26971260132645541636,-0.58142962417096536478,-0.50626381724392041268,0.0088430361090641,-0.26971260132645541636,train,3,7,24,6,11,29,2,8,4,13,0,7,2,12,11,non_trend,early_drawdown_breached_failure_threshold,4918_2019-09-17
4919,ミルボン,東証一部,化学,2019-10-30,444,120,6150,1.0000000000,6150.00000000,6150.00000000,5840.00000000,4920.00000000,0.18699186991869918699,0.0530821917808219,0.0658578856152513,0.0103986135181976,0.88888888888888888889,0.02777777777777777778,0.08333333333333333333,2.1720595429449997,True,0.1560150375939850,0.1516853932584270,0.1066126855600540,0.1614182522071668,0.0829639012032932,0.0071642548065493,0.02747967479674796748,0.18369565217391304348,0.0390243902439024,0.0065040650406504,-0.20243902439024390244,-0.12845528455284552846,0.0422764227642276,-0.06991869918699186992,train,4,12,30,5,11,30,1,4,4,12,4,10,1,12,11,non_trend,future_max_return_never_reached_half_trend_threshold,4919_2019-10-30
4919,ミルボン,東証一部,化学,2020-11-20,701,120,6050,1.0000000000,6050.00000000,6050.00000000,5890.00000000,4800.00000000,0.22708333333333333333,0.0271646859083192,0.0271646859083192,0.0101867572156197,0.66666666666666666667,0.20000000000000000000,0.13333333333333333333,1.6870770222365453,True,0.1141804788213628,0.0576923076923077,0.0752688172043011,0.0714601965819534,0.0086948727142345,0.0160448656429942,0.02446280991735537190,0.13577981651376146789,0.0743801652892562,0.0826446280991736,0.0165289256198347,0.0198347107438017,0.1900826446280992,-0.01487603305785123967,train,3,7,19,6,10,28,4,5,1,10,9,17,2,11,11,non_trend,future_max_return_never_reached_half_trend_threshold,4919_2020-11-20
4923,コタ,東証一部,化学,2019-10-30,444,120,1349,1.0000000000,1349.00000000,1349.00000000,1320.00000000,1143.00000000,0.15485564304461942257,0.0219696969696970,0.0219696969696970,-0.00151515151515151515,0.81578947368421052632,0E-20,0.18421052631578947368,2.1794871794871795,True,0.0740445859872611,0.1336134453781513,0.0539062500000000,0.1085848901550430,0.0714883643060439,0.0283814809076440,0.01308376575240919199,0.09971751412429378531,0.0318754633061527,0.1905114899925871,-0.08302446256486286138,-0.02520385470719051149,0.2075611564121572,-0.01186063750926612305,train,6,8,29,8,10,31,1,9,3,11,5,11,3,11,16,non_trend,confirm_horizon_return_non_positive,4923_2019-10-30
4923,コタ,東証一部,化学,2020-09-29,665,120,1416,1.0000000000,1416.00000000,1416.00000000,1380.00000000,1104.00000000,0.25000000000000000000,0.0260869565217391,0.0260869565217391,0E-20,0.83720930232558139535,0.06976744186046511628,0.09302325581395348837,1.8290140005957700,True,0.1780366056572379,0.1949367088607595,0.0963570903178352,0.1565792697868170,0.0815642925930578,0.0252910141529185,0.01370056497175141243,0.07028985507246376812,-0.07415254237288135593,-0.01200564971751412429,0.3107344632768362,0.1935028248587571,0.3368644067796610,-0.10310734463276836158,train,9,14,32,10,17,38,6,7,3,6,6,17,2,16,15,non_trend,early_drawdown_breached_failure_threshold,4923_2020-09-29
4925,ハーバー研究所,JQS,化学,2019-07-02,364,120,9390,1.0000000000,9390.00000000,9390.00000000,8900.00000000,6720.00000000,0.32440476190476190476,0.0550561797752809,0.0694760820045558,0.0079726651480638,0.84375000000000000000,0E-20,0.15625000000000000000,9.0730643402399128,True,0.1679104477611940,0.3648255813953488,0.1233401124536428,0.1912968092529550,0.0257700331328997,0.0614044931211706,0.02151224707135250266,0.09266055045871559633,-0.05537806176783812567,-0.14270500532481363152,-0.23322683706070287540,-0.46964856230031948882,-0.00851970181043663472,-0.19062832800851970181,train,6,12,32,6,11,30,2,7,6,11,3,11,1,8,13,non_trend,early_drawdown_breached_failure_threshold,4925_2019-07-02
4926,シーボン,東証一部,化学,2019-10-30,444,120,2680,1.0000000000,2680.00000000,2680.00000000,2515.00000000,2320.00000000,0.08405172413793103448,0.0656063618290258,0.1037891268533773,-0.00082372322899505766,1.00000000000000000000,0E-20,0E-20,10.8571428571428571,True,0.1204013377926421,0.1143451143451143,0.1014981196440681,0.1210731067947627,0.0184599928839030,0.0070349359694451,0.00908582089552238806,0.12487179487179487179,-0.05373134328358208955,-0.06977611940298507463,-0.19067164179104477612,-0.27947761194029850746,-0.05373134328358208955,-0.08246268656716417910,train,5,10,29,5,10,28,0,6,7,18,5,13,7,10,10,non_trend,future_max_return_never_reached_half_trend_threshold,4926_2019-10-30
4928,ノエビアホールディングス,東証一部,化学,2019-04-15,314,120,5820,1.0000000000,5820.00000000,5820.00000000,5700.00000000,4300.00000000,0.32558139534883720930,0.0210526315789474,0.0430107526881720,0.0125448028673835,0.73913043478260869565,0.21739130434782608696,0.04347826086956521739,1.2311688311688312,True,0.0543478260869565,0.3182332955832390,0.0560696788241698,0.1104397875791013,0.0159461701539312,0.0564738292011019,0.02671821305841924399,0.11107142857142857143,0.0085910652920962,-0.00171821305841924399,-0.03780068728522336770,-0.07731958762886597938,0.0807560137457045,-0.04123711340206185567,train,5,9,28,5,10,34,3,6,1,10,5,8,1,12,12,non_trend,future_max_return_never_reached_half_trend_threshold,4928_2019-04-15
4929,アジュバンコスメジャパン,東証一部,化学,2020-01-14,492,120,1007,1.0000000000,1007.00000000,1007.00000000,982.00000000,883.00000000,0.11211778029445073613,0.0254582484725051,0.0254582484725051,0.0071283095723014,0.78260869565217391304,0.13043478260869565217,0.08695652173913043478,4.5494313210848644,True,0.0588853838065195,0.0712765957446809,0.0471040865134657,0.0570698764827321,0.0124756540506396,0.0066218167729210,0.00744786494538232373,0.07575757575757575758,-0.01588877855014895730,-0.09731876861966236346,-0.06156901688182720953,0.0178748758689176,0.0297914597815293,-0.14498510427010923535,train,5,9,30,6,9,25,1,4,5,13,8,27,4,8,9,non_trend,early_drawdown_breached_failure_threshold,4929_2020-01-14
4952,エス・ディー・エスバイオテック,東証二部,化学,2018-11-07,204,120,873,1.0000000000,873.00000000,873.00000000,850.00000000,789.00000000,0.07731305449936628644,0.0270588235294118,0.0270588235294118,0E-20,0.69696969696969696970,0E-20,0.30303030303030303030,2.8830645161290323,True,0.0672371638141809,0.0791100123609394,0.0688705234159780,0.0745497066425963,0.00048998591290500398,0.0041404882068184,0.01786941580756013746,0.25573770491803278689,-0.07445589919816723940,-0.08247422680412371134,-0.04009163802978235968,-0.02634593356242840779,0.0286368843069874,-0.19473081328751431844,train,6,9,29,5,9,27,4,12,5,11,3,8,2,9,10,non_trend,early_drawdown_breached_failure_threshold,4952_2018-11-07
4952,エス・ディー・エスバイオテック,東証二部,化学,2020-01-21,490,120,994,1.0000000000,994.00000000,994.00000000,930.00000000,829.00000000,0.12183353437876960193,0.0688172043010753,0.0688172043010753,-0.01075268817204301075,0.84090909090909090909,0.15909090909090909091,0E-20,8.3414634146341463,True,0.1360000000000000,0.1833333333333333,0.1015681276666482,0.1354593050928129,0.0360525862563867,0.0237594043581647,0.01649899396378269618,0.16237623762376237624,0.0130784708249497,-0.23843058350100603622,-0.10663983903420523139,-0.06941649899396378270,0.0623742454728370,-0.40241448692152917505,train,4,8,26,4,10,31,4,8,4,22,6,10,1,11,14,non_trend,early_drawdown_breached_failure_threshold,4952_2020-01-21
4952,エス・ディー・エスバイオテック,東証二部,化学,2020-10-29,678,120,1039,1.0000000000,1039.00000000,1039.00000000,1018.00000000,800.00000000,0.27250000000000000000,0.0206286836935167,0.0206286836935167,-0.00785854616895874263,0.52727272727272727273,0.29090909090909090909,0.18181818181818181818,4.6319272125723739,True,0.0569684638860631,0.2237926972909305,0.0520986279175738,0.0930705568803479,0.0280553820528836,0.0456528913497855,0.02420596727622714148,0.11536697247706422018,-0.12897016361886429259,-0.09720885466794995188,0.0827718960538980,,0.3849855630413859,-0.14051973051010587103,train,6,10,33,5,11,32,2,10,2,13,5,13,2,8,10,non_trend,early_drawdown_breached_failure_threshold,4952_2020-10-29
4956,コニシ,東証一部,化学,2020-02-06,509,120,1631,0.5000000000,815.50000000,815.50000000,793.00000000,674.50000000,0.17568569310600444774,0.0283732660781841,0.0362134688691233,0.0114358322744600,0.75000000000000000000,0.23076923076923076923,0.01923076923076923077,1.7366412213740458,True,0.0597790773229370,0.0902406417112299,0.0441741357234315,0.0678160292432757,0.0265847326739180,0.0102296151768687,0.01906805640711220110,0.13122362869198312236,-0.22930717351318209687,-0.08522378908645003066,-0.12201103617412630288,-0.02942979767014101778,0.0723482526057633,-0.30042918454935622318,train,6,10,27,4,10,31,1,2,2,7,5,9,9,11,9,non_trend,early_drawdown_breached_failure_threshold,4956_2020-02-06
4956,コニシ,東証一部,化学,2020-09-28,664,120,1594,0.5000000000,797.00000000,797.00000000,776.00000000,643.50000000,0.20590520590520590521,0.0270618556701031,0.0836165873555404,0.0169952413324269,0.79032258064516129032,0.16935483870967741935,0.04032258064516129032,2.7140410958904110,True,0.0676490288010717,0.0528401585204756,0.0748845207188375,0.0793973252073811,0.0124944525995972,-0.00457241720217498769,0.02619196988707653701,0.15754716981132075472,-0.05395232120451693852,-0.00690087829360100376,0.1712672521957340,0.1311166875784191,0.1863237139272271,-0.08406524466750313676,train,5,10,30,5,10,32,3,7,3,8,3,14,5,8,10,non_trend,future_max_return_never_reached_half_trend_threshold,4956_2020-09-28
4956,コニシ,東証一部,化学,2020-12-29,727,120,1749,0.5000000000,874.50000000,874.50000000,849.00000000,697.50000000,0.21720430107526881720,0.0300353356890459,0.0300353356890459,0.0076560659599529,0.88372093023255813953,0.11627906976744186047,0E-20,1.3631389713928404,True,0.0710349050826699,0.1536939313984169,0.0736318713360548,0.1072072927547241,0.0271113773210176,0.0295686368228380,0.02572898799313893654,0.14851485148514851485,-0.09548313321898227559,0.0285877644368210,-0.06861063464837049743,-0.02630074328187535735,0.0811892510005718,-0.12521440823327615780,train,4,10,26,5,11,26,0,3,2,12,2,9,2,13,13,non_trend,early_drawdown_breached_failure_threshold,4956_2020-12-29
4958,長谷川香料,東証一部,化学,2018-09-21,179,120,2523,1.0000000000,2523.00000000,2523.00000000,2450.00000000,2011.00000000,0.21829935355544505221,0.0297959183673469,0.0713375796178344,0.0067940552016985,1.00000000000000000000,0E-20,0E-20,4.4878472222222222,True,0.1784212984586642,0.0365653245686113,0.1295160496037964,0.1093035525852972,-0.02888942025520074778,0.0012840361291080,0.02629805786761791518,0.15113895216400911162,-0.18549346016646848989,-0.39080459770114942529,-0.28378913991280221958,-0.16845025762980578676,-0.02100673801030519223,-0.41973840665873959572,train,5,9,29,7,13,33,3,6,4,12,3,9,6,10,13,non_trend,early_drawdown_breached_failure_threshold,4958_2018-09-21
4958,長谷川香料,東証一部,化学,2019-07-01,363,120,1980,1.0000000000,1980.00000000,1980.00000000,1923.00000000,1493.00000000,0.28801071667782987274,0.0296411856474259,0.0296411856474259,0.0208008320332813,0.36170212765957446809,0.17021276595744680851,0.46808510638297872340,1.4453254046911133,True,0.1288483466362600,0.1092436974789916,0.0703281258446403,0.0879021254384117,0.0323678776717451,0.0118042751118812,0.01800505050505050505,0.08290697674418604651,-0.01161616161616161616,0.0247474747474747,0.0611111111111111,0.2308080808080808,0.2308080808080808,-0.03282828282828282828,train,9,12,30,9,15,36,5,6,5,14,1,7,1,14,12,neutral,advanced_but_not_enough_for_long_trend,4958_2019-07-01
4958,長谷川香料,東証一部,化学,2019-12-26,484,120,2145,1.0000000000,2145.00000000,2145.00000000,2101.00000000,1893.00000000,0.10987849973586899102,0.0209424083769634,0.0209424083769634,0.0042836744407425,0.55555555555555555556,0.11111111111111111111,0.33333333333333333333,1.5947467166979362,True,0.1011293634496920,0.0751879699248120,0.0633287891932086,0.0731349381717516,0.0061348163295843,-0.00286015980311458098,0.01867132867132867133,0.19254807692307692308,0.0526806526806527,-0.05034965034965034965,0.1571095571095571,-0.00419580419580419580,0.1571095571095571,-0.14638694638694638695,train,4,9,26,6,13,36,1,3,5,10,4,14,6,10,13,non_trend,early_drawdown_breached_failure_threshold,4958_2019-12-26
4960,ケミプロ化成,東証二部,化学,2019-09-27,423,120,228,1.0000000000,228.00000000,228.00000000,221.00000000,173.00000000,0.27745664739884393064,0.0316742081447964,0.0316742081447964,0.0045248868778281,0.46153846153846153846,0.46153846153846153846,0.07692307692307692308,7.3783445043866819,True,0.2391304347826087,0.1343283582089552,0.1644535240040858,0.1557958769854681,0.0205890018243419,-0.00042226163330799747,0.02982456140350877193,0.14166666666666666667,0.1447368421052632,0.0482456140350877,-0.26754385964912280702,0.0438596491228070,0.2894736842105263,-0.07456140350877192982,train,6,9,25,5,9,25,3,5,3,11,6,12,1,7,12,non_trend,confirm_horizon_return_non_positive,4960_2019-09-27
4963,星光PMC,東証一部,化学,2019-11-19,457,120,1006,1.0000000000,1006.00000000,1006.00000000,926.00000000,708.00000000,0.30790960451977401130,0.0863930885529158,0.0863930885529158,0.0237580993520518,0.81690140845070422535,0.16901408450704225352,0.01408450704225352113,8.8671406149016711,True,0.2343558282208589,0.3133159268929504,0.1586524618485459,0.2502071251035626,0.0890561304484164,0.0458818941986916,0.02430417495029821074,0.11215596330275229358,0.0606361829025845,-0.11431411530815109344,-0.31610337972166998012,-0.33996023856858846918,0.0656063618290258,-0.12524850894632206759,train,8,13,30,8,14,33,4,6,5,15,3,6,1,13,15,non_trend,early_drawdown_breached_failure_threshold,4963_2019-11-19
4963,星光PMC,東証一部,化学,2020-12-04,710,120,784,1.0000000000,784.00000000,784.00000000,751.00000000,631.00000000,0.19017432646592709984,0.0439414114513981,0.0453333333333333,0.0013333333333333,0.91666666666666666667,0.05555555555555555556,0.02777777777777777778,1.9296221517161811,True,0.1914893617021277,0.2424722662440571,0.1336032388663968,0.1643276156530779,0.0583014537107881,0.0186581276316785,0.03545918367346938776,0.23166666666666666667,-0.09183673469387755102,-0.04846938775510204082,0.0063775510204082,-0.11479591836734693878,0.2525510204081633,-0.11096938775510204082,train,5,9,28,6,10,31,5,8,2,4,5,16,6,7,12,non_trend,early_drawdown_breached_failure_threshold,4963_2020-12-04
4967,小林製薬,東証一部,化学,2020-03-23,538,120,9990,1.0000000000,9990.00000000,9990.00000000,9680.00000000,7580.00000000,0.27704485488126649077,0.0320247933884298,0.0320247933884298,0.0340909090909091,0.02777777777777777778,0.23611111111111111111,0.73611111111111111111,2.4280746127094531,False,0.1656942823803967,0.0823401950162514,0.2110558855618863,0.1369499241274659,-0.06796226201909496639,-0.02796983608975422682,0.04394394394394394394,0.20904761904761904762,0.0620620620620621,0.0100100100100100,-0.01501501501501501502,0.0430430430430430,0.2892892892892893,-0.09509509509509509510,train,8,13,32,4,8,27,7,10,5,12,3,14,1,10,8,non_trend,confirm_horizon_return_non_positive,4967_2020-03-23
4968,荒川化学工業,東証一部,化学,2019-10-18,437,120,1643,1.0000000000,1643.00000000,1643.00000000,1603.00000000,1198.00000000,0.33806343906510851419,0.0249532127261385,0.0385587863463970,0.0113780025284450,0.76785714285714285714,0.03571428571428571429,0.19642857142857142857,1.2700250916811426,True,0.1169272603670972,0.1268861454046639,0.0783670254660016,0.1495941785614330,0.1119138843276774,0.0119543539574458,0.02504564820450395618,0.10160493827160493827,-0.04686548995739500913,-0.03225806451612903226,-0.24893487522824102252,-0.27267194157029823494,0.0432136335970785,-0.06512477175897748022,train,5,9,30,7,13,34,0,4,1,12,6,6,1,13,10,non_trend,future_max_return_never_reached_half_trend_threshold,4968_2019-10-18
4971,メック,東証一部,化学,2019-08-22,399,120,1276,1.0000000000,1276.00000000,1276.00000000,1220.00000000,938.00000000,0.30063965884861407249,0.0459016393442623,0.0459016393442623,0.0245901639344262,0.50980392156862745098,0.43137254901960784314,0.05882352941176470588,3.0031556802244039,True,0.2257444764649376,0.2583826429980276,0.1943651425094772,0.2090584630933957,0.0089719979222742,0.0076863094575025,0.03992946708463949843,0.18067375886524822695,0.1849529780564263,0.3416927899686520,0.1927899686520376,0.4341692789968652,0.6849529780564263,-0.01410658307210031348,train,8,12,29,7,9,26,6,8,1,8,2,9,1,10,10,neutral,advanced_but_not_enough_for_long_trend,4971_2019-08-22
4971,メック,東証一部,化学,2020-12-01,707,120,2377,1.0000000000,2377.00000000,2377.00000000,2318.00000000,1788.00000000,0.29642058165548098434,0.0254529767040552,0.0430013163668276,0.0048266783677051,0.90625000000000000000,0.09375000000000000000,0E-20,1.6983503534956795,True,0.1367766618842659,0.2890455531453362,0.1273951811800417,0.1774029769423186,0.0099152177036931,0.0325894227162683,0.03592763988220445940,0.16113207547169811321,-0.02986958350862431637,-0.08666386201093815734,0.1901556583929323,0.7332772402187631,0.7732435843500210,-0.15313420277660917122,train,6,11,34,8,14,36,1,5,4,6,3,13,2,12,12,non_trend,early_drawdown_breached_failure_threshold,4971_2020-12-01
4973,日本高純度化学,東証一部,化学,2019-10-28,442,120,2589,1.0000000000,2589.00000000,2589.00000000,2538.00000000,2170.00000000,0.16958525345622119816,0.0200945626477541,0.0200945626477541,0.0011820330969267,0.97959183673469387755,0.02040816326530612245,0E-20,2.5403817914831131,True,0.0356000000000000,0.0951776649746193,0.0382995789051534,0.0656733005412748,0.0297761625505906,0.0198132018050163,0.01286210892236384705,0.09048913043478260870,0.0243337195828505,0.0162224797219003,0.0112012359984550,-0.00270374662031672460,0.0814986481266898,-0.01120123599845500193,train,6,11,37,6,10,32,1,11,1,3,7,17,6,12,12,non_trend,future_max_return_never_reached_half_trend_threshold,4973_2019-10-28
4975,JCU,東証一部,化学,2018-07-13,131,120,2905,1.0000000000,2905.00000000,2905.00000000,2830.00000000,2265.00000000,0.24944812362030905077,0.0265017667844523,0.0453400503778338,0.0176322418136020,0.75490196078431372549,0.24509803921568627451,0E-20,1.8988569741448395,True,0.0929270127915726,0.1723163841807910,0.1198920585967618,0.1197409755815522,-0.01666066453117003734,0.0195679014367261,0.03414802065404475043,0.17557522123893805310,-0.12702237521514629948,-0.13184165232358003442,-0.50499139414802065404,-0.29466437177280550775,0.0213425129087780,-0.16075731497418244406,train,5,8,29,5,9,29,2,4,1,9,2,8,3,10,10,non_trend,early_drawdown_breached_failure_threshold,4975_2018-07-13
4975,JCU,東証一部,化学,2019-10-01,425,120,2266,1.0000000000,2266.00000000,2266.00000000,2200.00000000,1754.00000000,0.25427594070695553022,0.0300000000000000,0.0413602941176471,0.0284926470588235,0.44444444444444444444,0.19047619047619047619,0.36507936507936507937,1.6219196674725368,True,0.2355507088331516,0.0678605089538172,0.1168888779357764,0.1494952569370466,0.1038657199597378,0.0043817190604779,0.02453662842012356575,0.12466367713004484305,0.1809355692850838,0.4430714916151809,-0.10944395410414827891,0.5776699029126214,0.6063548102383054,-0.04721977052074139453,train,8,17,40,6,12,31,7,13,5,10,4,11,3,14,14,non_trend,confirm_horizon_return_non_positive,4975_2019-10-01
4975,JCU,東証一部,化学,2020-11-26,704,120,3805,1.0000000000,3805.00000000,3805.00000000,3670.00000000,3100.00000000,0.18387096774193548387,0.0367847411444142,0.0367847411444142,0.0054495912806540,0.92000000000000000000,0.04000000000000000000,0.04000000000000000000,1.2901244048533251,True,0.1375186846038864,0.0511049723756906,0.1118416246621375,0.1134684322188895,0.0143756947017414,-0.00403176839190731789,0.02752956636005256242,0.18377192982456140351,-0.00262812089356110381,-0.09067017082785808147,-0.03679369250985545335,0.2746386333771353,0.2943495400788436,-0.12352168199737187911,train,8,13,32,6,13,31,1,4,3,8,2,5,2,12,11,non_trend,early_drawdown_breached_failure_threshold,4975_2020-11-26
4976,東洋ドライルーブ,JQS,化学,2019-11-01,421,120,2650,0.3333333333,883.33333325,883.33333325,846.66666658,703.99999993,0.20265151514799091770,0.0433070866225432,0.0433070866225432,0.0236220472465125,0.54347826109640831763,0.31521739115548204156,0.14130434774810964081,2.1951219512195122,True,0.1442141623595041,0.1167298777994164,0.0972403370432669,0.1357223980227469,0.0673516738502951,0.0262727705904656,0.01073584905667319331,0.06647196261874672460,0E-20,-0.01547169811844072624,-0.22264150943609825561,-0.13207547170302598790,0.0539622641484870,-0.03773584905639017444,train,9,15,23,9,13,26,7,9,3,4,2,4,2,12,14,non_trend,future_max_return_never_reached_half_trend_threshold,4976_2019-11-01
4978,リプロセル,JQG,化学,2020-01-27,501,120,248,1.0000000000,248.00000000,248.00000000,237.00000000,196.00000000,0.20918367346938775510,0.0464135021097046,0.2038834951456311,0.0388349514563107,0.62962962962962962963,0.33333333333333333333,0.03703703703703703704,42.3015319794909925,True,0.1866028708133971,0.1221719457013575,0.1770289511153299,0.1261636267312495,-0.06334741053567459435,-0.02002521693985018171,0.02721774193548387097,0.16463414634146341463,0.4112903225806452,0.4838709677419355,0.6491935483870968,0.7137096774193548,1.0362903225806452,-0.02016129032258064516,train,2,8,23,2,6,25,1,4,6,14,7,20,3,4,6,trend,future_max_and_confirm_return_cleared_thresholds,4978_2020-01-27
4980,デクセリアルズ,東証一部,化学,2019-10-29,443,120,869,0.3333333333,289.66666664,289.66666664,280.33333331,220.66666664,0.27039274929249459206,0.0332936979694775,0.0332936979694775,0.0047562425568763,0.96000000038400000015,0.03999999961599999985,0E-20,1.9242544263418185,True,0.1041931384971963,0.2103064066918126,0.0625420309408857,0.1323213238719008,0.0785309244402570,0.0460234887889498,0.02295742232317214475,0.11145251394349427296,0.2002301495811489,0.1645569620174506,-0.19332566169788958911,0.3383199079367843,0.3509781357630360,0.0782508630451784,train,4,9,32,7,12,31,2,7,1,6,5,16,2,12,10,non_trend,confirm_horizon_return_non_positive,4980_2019-10-29
4990,昭和化学工業,東証二部,化学,2019-07-12,338,120,477,1.0000000000,477.00000000,477.00000000,458.00000000,393.00000000,0.16539440203562340967,0.0414847161572052,0.0553097345132743,0E-20,0.89285714285714285714,0.03571428571428571429,0.07142857142857142857,11.0303030303030303,True,0.0529801324503311,0.0671140939597315,0.0532126297195849,0.0625974604588995,0.0133124510571652,0.0044752741105393,0.01121593291404612159,0.08230769230769230769,-0.03983228511530398323,-0.10901467505241090147,0.8637316561844864,0.0272536687631027,2.4444444444444444,-0.11949685534591194969,train,6,11,27,3,8,27,4,7,2,3,3,7,11,9,8,non_trend,early_drawdown_breached_failure_threshold,4990_2019-07-12
4990,昭和化学工業,東証二部,化学,2020-01-21,444,120,518,1.0000000000,518.00000000,518.00000000,477.00000000,413.00000000,0.15496368038740920097,0.0859538784067086,0.1485587583148559,0.0022172949002217,0.79518072289156626506,0.15662650602409638554,0.04819277108433734940,63.2775919732441472,True,0.1853546910755149,0.1666666666666667,0.1530328324986088,0.1846318036286019,0.0338280980324474,0.0010683760683761,0.01611969111969111969,0.13046875000000000000,1.0849420849420849,0.0752895752895753,0.0849420849420849,-0.03088803088803088803,2.1718146718146718,-0.22779922779922779923,train,3,8,22,5,10,28,1,5,2,5,5,12,1,7,10,non_trend,early_drawdown_breached_failure_threshold,4990_2020-01-21
