post_id,target_username,account_role,benchmark_weight,author_username,created_at_jst,post_date_jst,tweet_url,text
2018579302665818306,yuzz__,candidate,1.0000,yuzz__,2026-02-03 15:56:23,2026-02-03,https://x.com/yuzz__/status/2018579302665818306,"任天堂、業績予想を上方修正してないけど、
第3四半期までにハード2,062万台販売してるのに、通期目標ハード2,300万台を修正しないのは上場企業としてどうなの？ソフトの販売目標も17,300万本で、既に14,686万本販売。ハード2,300万台なんてありえないし、ソフトも確実に超える。ガイダンス適当すぎ。 https://t.co/qkbzOM8pCf"
2018841125642235953,yuzz__,candidate,1.0000,yuzz__,2026-02-04 09:16:47,2026-02-04,https://x.com/yuzz__/status/2018841125642235953,ゲーム関連株、大暴落。任天堂決算ショックも追加ですかね。任天堂の決算別に悪くないですけどね。上方修正がなかった点と、需給が最悪なだけ。 https://t.co/AZe35cIJvB
2018844199249150180,yuzz__,candidate,1.0000,yuzz__,2026-02-04 09:29:00,2026-02-04,https://x.com/yuzz__/status/2018844199249150180,任天堂の決算で、ガイダンスが保守的な理由で10%株価が下がるってのは特段珍しくなくて、過去に何回か経験したことあるけど、すべてのゲーム関連株が大暴落してるのは初めてじゃないですかね。ぶっちゃけ他の企業の業績とは関係ないといえば関係ないんだけど。
2018845052198678933,yuzz__,candidate,1.0000,yuzz__,2026-02-04 09:32:23,2026-02-04,https://x.com/yuzz__/status/2018845052198678933,任天堂なんて配当権利日を跨いだら、引け後にゼルダの伝説の新作の延期をして、次の日株価が大暴落したのすら経験ある。あの時は呆れた。
2018853704473174359,yuzz__,candidate,1.0000,yuzz__,2026-02-04 10:06:46,2026-02-04,https://x.com/yuzz__/status/2018853704473174359,ゲーム関連株は大暴落してるんだけど、東宝みたいな映画、オリエンタルランドやサンリオも下がっていて安値更新してるので、エンタメ株は引き続き弱いね。いつまでやるんですか！
2018854720283332921,yuzz__,candidate,1.0000,yuzz__,2026-02-04 10:10:48,2026-02-04,https://x.com/yuzz__/status/2018854720283332921,ゲーム株売ってレーザーテック買ったというポストを過去に見たんですけど、レーザーテック見に行ったら、あちらは一週間で25%下がってるし、あちらはあちらで大変だね。
2018867494728167474,yuzz__,candidate,1.0000,yuzz__,2026-02-04 11:01:34,2026-02-04,https://x.com/yuzz__/status/2018867494728167474,"任天堂-10.6%
カプコン-8.5%
コナミグループ-7.7%
スクエニHD-5.0%
コーエーテクモHD-4.6%
ソニーグループ-4.0%
バンダイナムコ-2.6%
セガサミーHD-2.0%

2/4 11時現在。 https://t.co/FzNPdJXtUl"
2018894543995961804,yuzz__,candidate,1.0000,yuzz__,2026-02-04 12:49:03,2026-02-04,https://x.com/yuzz__/status/2018894543995961804,"任天堂さん、2025年4月のトランプ関税ショックの水準まで株価が下がる。あの時は日経平均株価30,000円。
ソニーも片足突っ込む、ソニーは上場企業の社長が選ぶ2026年の有望企業、有望株トップ3に選ばれていた、素晴らしい企業なんですけどね。やりすぎでは。 https://t.co/irBSESYGzv https://t.co/Du6Mzp6fXF"
2018947908369060097,yuzz__,candidate,1.0000,yuzz__,2026-02-04 16:21:06,2026-02-04,https://x.com/yuzz__/status/2018947908369060097,年初来マイナスからの、今日が今年一番お金減った😇
2018965098161947046,yuzz__,candidate,1.0000,yuzz__,2026-02-04 17:29:24,2026-02-04,https://x.com/yuzz__/status/2018965098161947046,"PvPvE脱出シューターとは思えないくらい、平和に脱出するマッチ。
#ArcRaiders https://t.co/nyrJpkjiyf"
2018966184297927006,yuzz__,candidate,1.0000,yuzz__,2026-02-04 17:33:43,2026-02-04,https://x.com/yuzz__/status/2018966184297927006,脱出ポイントでギターを渡されて、演奏に強制参加。#ArcRaiders https://t.co/P50qkQukVB
2018987627664511205,yuzz__,candidate,1.0000,yuzz__,2026-02-04 18:58:56,2026-02-04,https://x.com/yuzz__/status/2018987627664511205,AIツールによってゲームやソフトウェア開発云々の話が出てから、ゲームメーカーの株、銘柄によっては20%も下がってるから、戻してほしいねほんと。
2019180021324317061,yuzz__,candidate,1.0000,yuzz__,2026-02-05 07:43:26,2026-02-05,https://x.com/yuzz__/status/2019180021324317061,"日本の半導体メーカーであるラピダスは、2025年度に1600億円（10.2億ドル）以上の民間部門からの投資を受ける見通しであり、計画目標を上回る見込みである。ソフトバンクグループとソニーグループは、日経の報道によると、この半導体メーカーの主要株主になる見込みである。
https://t.co/8GNvddqAMd"
2019239852353679745,yuzz__,candidate,1.0000,yuzz__,2026-02-05 11:41:11,2026-02-05,https://x.com/yuzz__/status/2019239852353679745,"ゲーム関連株

コーエーテクモHD +3.4%
セガサミーHD +2.3%
スクエニHD +1.5%
ソニーグループ+0.1%
バンナムHD-0.3%
カプコン-1.4%
コナミグループ-1.5%
任天堂-1.6%

2/5 11時30分現在

本日
ソニーグループ、スクエニHD決算発表 https://t.co/FOX6MTEtrs"
2019245947629490639,yuzz__,candidate,1.0000,yuzz__,2026-02-05 12:05:24,2026-02-05,https://x.com/yuzz__/status/2019245947629490639,ソニーグループ、出先なので決算コメントは書けませんが、絶好調なので当然の3期連続の上方修正。株が下がってる理由だけが意味がわからないですよね。
2019246415684464984,yuzz__,candidate,1.0000,yuzz__,2026-02-05 12:07:15,2026-02-05,https://x.com/yuzz__/status/2019246415684464984,3期連続で上方修正発表できる企業、そうそうないと思いますよ？
2019248411585962412,yuzz__,candidate,1.0000,yuzz__,2026-02-05 12:15:11,2026-02-05,https://x.com/yuzz__/status/2019248411585962412,ソニーグループ 決算短信。上方修正。 https://t.co/mz48xZ8XIT
2019248906622927183,yuzz__,candidate,1.0000,yuzz__,2026-02-05 12:17:09,2026-02-05,https://x.com/yuzz__/status/2019248906622927183,"ソニーグループ 自社株買い増枠。
3,500万株→5,500万株 https://t.co/LcTlo6XQyH"
