post_id,target_username,author_username,created_at_jst,post_date_jst,tweet_url,text
2043531401203679274,not_zerosumgame,not_zerosumgame,2026-04-13 12:27:07,2026-04-13,https://x.com/not_zerosumgame/status/2043531401203679274,"東京の地縁ない人が急に集まったエリアに関しては分からないけど、その他の実需物件は中古マンション、戸建共に一斉に在庫減ります。

新築供給できないので、事業者が買い始めました。
マンデベが他社分譲のマンションを仕入れたりもしています。

ただし築古戸建はリノベもできないので注意です。"
2043533885376725234,not_zerosumgame,not_zerosumgame,2026-04-13 12:36:59,2026-04-13,https://x.com/not_zerosumgame/status/2043533885376725234,次はキッチンの天板が生産止まります
2043534001345032592,not_zerosumgame,not_zerosumgame,2026-04-13 12:37:27,2026-04-13,https://x.com/not_zerosumgame/status/2043534001345032592,御影石ならまだいけるかなと思う
2043537576045519301,not_zerosumgame,not_zerosumgame,2026-04-13 12:51:39,2026-04-13,https://x.com/not_zerosumgame/status/2043537576045519301,お金の都合で早く自宅買った方がいいと思い始めている人は、都心にしがみつくことを先ずは諦めて、不人気エリアとか人口減の地方に移住することで急がなくても全然買えると思うから、購入を検討していた人以外はその選択肢があるし動く必要ない。
2043538803424743845,not_zerosumgame,not_zerosumgame,2026-04-13 12:56:32,2026-04-13,https://x.com/not_zerosumgame/status/2043538803424743845,次は何が生産できなくなるかくらい考えておかないとまずいと思うけど
2043539337774862600,not_zerosumgame,not_zerosumgame,2026-04-13 12:58:39,2026-04-13,https://x.com/not_zerosumgame/status/2043539337774862600,"住宅設備くらいなくても大丈夫と思うでしょう。でも、住設一部でも入ってなけりゃ検査受けれないから登記もできない＝引き渡し受けれない。
多分仮置き用でキッチン使い回しとか流行ると思う"
2043541820710543749,not_zerosumgame,not_zerosumgame,2026-04-13 13:08:31,2026-04-13,https://x.com/not_zerosumgame/status/2043541820710543749,"新興デベロッパーがそこそこいた時代は安く無くなるまで待つが通用したかもしれないけど、今はもう体力あるデベロッパーしか市場にいないので、安くなるように待つは通用しない。
なんなら、安くならないように売り出さないができるデベロッパーばかりの市場で安くなることを祈ることは本末転倒"
2043546365532450961,not_zerosumgame,not_zerosumgame,2026-04-13 13:26:35,2026-04-13,https://x.com/not_zerosumgame/status/2043546365532450961,トイレは大丈夫って思ってたら、本体は陶器だから作れるけど、便座作れませんってのは出てくるかもね
2043546789312450687,not_zerosumgame,not_zerosumgame,2026-04-13 13:28:16,2026-04-13,https://x.com/not_zerosumgame/status/2043546789312450687,タカラもこの後発表あり https://t.co/nEFCAcMmWY
2043546894153265262,not_zerosumgame,not_zerosumgame,2026-04-13 13:28:41,2026-04-13,https://x.com/not_zerosumgame/status/2043546894153265262,てか、エアコン作れんのかな
2043548241887912377,not_zerosumgame,not_zerosumgame,2026-04-13 13:34:02,2026-04-13,https://x.com/not_zerosumgame/status/2043548241887912377,アスクル、アサヒ、アドバンテスト、イビデンって順番にサイバー攻撃されてるけど、あいうえお順で攻撃してるの？
2043550855199412715,not_zerosumgame,not_zerosumgame,2026-04-13 13:44:25,2026-04-13,https://x.com/not_zerosumgame/status/2043550855199412715,え、今更？？ https://t.co/YmLOQ3bzUm
2043551972314534077,not_zerosumgame,not_zerosumgame,2026-04-13 13:48:52,2026-04-13,https://x.com/not_zerosumgame/status/2043551972314534077,今月このままだと黒字倒産確定がちょこちょこ https://t.co/kMYImU9jUj
2043552614525325538,not_zerosumgame,not_zerosumgame,2026-04-13 13:51:25,2026-04-13,https://x.com/not_zerosumgame/status/2043552614525325538,TOTOよりLIXILの方が樹脂商材多いからキツそうだけどな
2043553130105979100,not_zerosumgame,not_zerosumgame,2026-04-13 13:53:28,2026-04-13,https://x.com/not_zerosumgame/status/2043553130105979100,エネルギープラント工事の人らは今年から暫く大忙しだとさ
2043553800116711507,not_zerosumgame,not_zerosumgame,2026-04-13 13:56:07,2026-04-13,https://x.com/not_zerosumgame/status/2043553800116711507,ところで、電線の被覆材はまだあるのですか？
2043555850107896107,not_zerosumgame,not_zerosumgame,2026-04-13 14:04:16,2026-04-13,https://x.com/not_zerosumgame/status/2043555850107896107,4月に入ってから、三井住友銀行のウェルスマネジメントバンカーがめちゃくちゃ鼻息荒いんだけど力入れてるの？
2043585924085485717,not_zerosumgame,not_zerosumgame,2026-04-13 16:03:46,2026-04-13,https://x.com/not_zerosumgame/status/2043585924085485717,"防水工事が止まりました。
来月も納品ないので来月はもっと止まります。

防水工事できないと色んな工事が連動して止まります"
2043586592280056087,not_zerosumgame,not_zerosumgame,2026-04-13 16:06:26,2026-04-13,https://x.com/not_zerosumgame/status/2043586592280056087,UBはコロナの時のミーレが止まってるからボッシュになります。みたいな感じにはならなくて全部止まるはず
2043592512468881710,not_zerosumgame,not_zerosumgame,2026-04-13 16:29:57,2026-04-13,https://x.com/not_zerosumgame/status/2043592512468881710,"新築マンション建設でユニットバス納期遅くなるのはけっこうダメージが大きい。

基本的には工場組み立て後のモノを玄関枠取り付け前かサッシュ枠取り付け前に設置するんだけど、設置が遅くなる＝開口部の工事を後回しにするか、現場組み立てになるかなので、工数が増える分のコストアップになる。"
2043630012939874591,not_zerosumgame,not_zerosumgame,2026-04-13 18:58:58,2026-04-13,https://x.com/not_zerosumgame/status/2043630012939874591,"仕事無くなれば、職人は違う業種に流れたりするし、その職人は殆ど戻ってこない。

職人不足が今年加速すると思う"
