post_id,target_username,author_username,created_at_jst,post_date_jst,tweet_url,text
2044161645308719242,7Y8k3d17SozCE0w,7Y8k3d17SozCE0w,2026-04-15 06:11:29,2026-04-15,https://x.com/7Y8k3d17SozCE0w/status/2044161645308719242,"おはようございます

NYダウ317高
日経先物877高
ナス455高
SOX184高
為替158.78
米国債4.24
原油92
金4864
イラン再協議期待で続伸
日経先物58700台へ
SOX最高値更新で日経先物大幅高
本日は本業内勤でたぶん午前中は不参加かな？
では頼んますね https://t.co/0GCLOrvnqz"
2044172944080031769,7Y8k3d17SozCE0w,7Y8k3d17SozCE0w,2026-04-15 06:56:23,2026-04-15,https://x.com/7Y8k3d17SozCE0w/status/2044172944080031769,いつまでたっても https://t.co/nRSUcBZp5Q https://t.co/6sNZ8ittzY
2044173719661359507,7Y8k3d17SozCE0w,7Y8k3d17SozCE0w,2026-04-15 06:59:28,2026-04-15,https://x.com/7Y8k3d17SozCE0w/status/2044173719661359507,バチカンを怒らせるバカチン https://t.co/1dLkoSIdCG
2044174029364572541,7Y8k3d17SozCE0w,7Y8k3d17SozCE0w,2026-04-15 07:00:42,2026-04-15,https://x.com/7Y8k3d17SozCE0w/status/2044174029364572541,ワイか？ https://t.co/xVAPXruXKq
2044175538496077884,7Y8k3d17SozCE0w,7Y8k3d17SozCE0w,2026-04-15 07:06:41,2026-04-15,https://x.com/7Y8k3d17SozCE0w/status/2044175538496077884,泣いてまうやろ https://t.co/3vyNxcqaFm
2044230032898568655,7Y8k3d17SozCE0w,7Y8k3d17SozCE0w,2026-04-15 10:43:14,2026-04-15,https://x.com/7Y8k3d17SozCE0w/status/2044230032898568655,"内勤脱出

太陽誘電、AIメカテック.エイピアGo"
2044261273043677605,7Y8k3d17SozCE0w,7Y8k3d17SozCE0w,2026-04-15 12:47:22,2026-04-15,https://x.com/7Y8k3d17SozCE0w/status/2044261273043677605,AIメカテック連チャンまだですか https://t.co/VOr2zSs0wI
2044261601621188967,7Y8k3d17SozCE0w,7Y8k3d17SozCE0w,2026-04-15 12:48:41,2026-04-15,https://x.com/7Y8k3d17SozCE0w/status/2044261601621188967,きたか https://t.co/cbntn1rIo5
2044273608336519435,7Y8k3d17SozCE0w,7Y8k3d17SozCE0w,2026-04-15 13:36:23,2026-04-15,https://x.com/7Y8k3d17SozCE0w/status/2044273608336519435,AIメカテック https://t.co/0lQ5yXd3AQ
2044297549851640128,7Y8k3d17SozCE0w,7Y8k3d17SozCE0w,2026-04-15 15:11:31,2026-04-15,https://x.com/7Y8k3d17SozCE0w/status/2044297549851640128,いいね(≧∇≦)b https://t.co/QyuA7gBucW
2044303728615076332,7Y8k3d17SozCE0w,7Y8k3d17SozCE0w,2026-04-15 15:36:04,2026-04-15,https://x.com/7Y8k3d17SozCE0w/status/2044303728615076332,"おつおつ

何も足さない
何も引かない
そんなノートレ日
相場良いねー♥とりまアンソロピック様々な半導体AIバボ相場
戦争落ち着いたら、原油の下落とともに金相場来るのに備えマッスル https://t.co/mQIxtv9gAf"
2044326047429341438,7Y8k3d17SozCE0w,7Y8k3d17SozCE0w,2026-04-15 17:04:46,2026-04-15,https://x.com/7Y8k3d17SozCE0w/status/2044326047429341438,ラブホの前で「さきっぽだけ！さきっぽだけだから」と言って土下座してる男と変わらんw https://t.co/AO8bzYSgX8
