post_id,target_username,author_username,created_at_jst,post_date_jst,tweet_url,text
2041184110195220667,4th_skywalker,4th_skywalker,2026-04-07 00:59:49,2026-04-07,https://x.com/4th_skywalker/status/2041184110195220667,相続税って誰得なんだ一体🍵ｼﾐｼﾞﾐｗ
2041187047965360410,4th_skywalker,4th_skywalker,2026-04-07 01:11:30,2026-04-07,https://x.com/4th_skywalker/status/2041187047965360410,"ｅＭＡＸＩＳ Ｎｅｏ 宇宙開発は
PLくんが牽引中🔥🚀🌕 https://t.co/NuG53RYa3P"
2041187871110185335,4th_skywalker,4th_skywalker,2026-04-07 01:14:46,2026-04-07,https://x.com/4th_skywalker/status/2041187871110185335,"ｅＭＡＸＩＳ　Ｎｅｏ　宇宙開発
宇宙投信の中では圧倒的ですよ
ちょっち信託報酬高いけど関係ないですね
いずれ１０００倍候補🔥🚀🌕 https://t.co/BmhxjNaeF8 https://t.co/rCIiIzlGHT"
2041188041881219293,4th_skywalker,4th_skywalker,2026-04-07 01:15:27,2026-04-07,https://x.com/4th_skywalker/status/2041188041881219293,いずれはトップにスペースXかな🍵ﾃﾞｽﾈｴｗ https://t.co/l4sh4LnBrm
